Potential applied (V),WE(1).Current (A),WE(1).Potential (V)
0.001983642578125,1E-05,0.0020416259765625
0.00396728515625,3.40972900390625E-05,0.0039337158203125
0.005950927734375,4.8779296875E-05,0.0058929443359375
0.0079345703125,6.2506103515625E-05,0.00791320800781251
0.009918212890625,7.5439453125E-05,0.009844970703125
0.01190185546875,8.7799072265625E-05,0.011859130859375
0.013885498046875,9.9578857421875E-05,0.0138458251953125
0.015869140625,0.000110870361328125,0.0158203125
0.017852783203125,0.000121795654296875,0.0178253173828125
0.01983642578125,0.00013238525390625,0.0198211669921875
0.021820068359375,0.00014251708984375,0.021783447265625
0.0238037109375,0.00015252685546875,0.0237823486328125
0.025787353515625,0.000162139892578125,0.0257781982421875
0.02777099609375,0.000171478271484375,0.027728271484375
0.029754638671875,0.000180633544921875,0.0297332763671875
0.03173828125,0.000189361572265625,0.031707763671875
0.033721923828125,0.000198150634765625,0.03372802734375
0.03570556640625,0.000206634521484375,0.035693359375
0.037689208984375,0.000214874267578125,0.0376739501953125
0.0396728515625,0.00022271728515625,0.0396392822265625
0.041656494140625,0.00023046875,0.0416168212890625
0.04364013671875,0.00023828125,0.0435943603515625
0.045623779296875,0.00024560546875,0.04559326171875
0.047607421875,0.000252960205078125,0.047589111328125
0.049591064453125,0.000260101318359375,0.049713134765625
0.05157470703125,0.000267120361328125,0.051666259765625
0.053558349609375,0.0002738037109375,0.053680419921875
0.0555419921875,0.000280364990234375,0.055694580078125
0.057525634765625,0.00028668212890625,0.0577392578125
0.05950927734375,0.00029290771484375,0.05963134765625
0.061492919921875,0.000298858642578125,0.06170654296875
0.0634765625,0.00030474853515625,0.063690185546875
0.065460205078125,0.000310455322265625,0.065643310546875
0.06744384765625,0.000315948486328125,0.067657470703125
0.069427490234375,0.000321319580078125,0.069610595703125
0.0714111328125,0.000326568603515625,0.071624755859375
0.073394775390625,0.00033148193359375,0.073638916015625
0.07537841796875,0.00033636474609375,0.075531005859375
0.077362060546875,0.000341064453125,0.077667236328125
0.079345703125,0.000345672607421875,0.07958984375
0.081329345703125,0.0003497314453125,0.08160400390625
0.08331298828125,0.0003538818359375,0.083587646484375
0.085296630859375,0.000357940673828125,0.08551025390625
0.0872802734375,0.000361602783203125,0.0875244140625
0.089263916015625,0.000365234375,0.089508056640625
0.09124755859375,0.000368743896484375,0.09149169921875
0.093231201171875,0.000371917724609375,0.093505859375
0.09521484375,0.000375030517578125,0.095458984375
0.097198486328125,0.000378021240234375,0.097442626953125
0.09918212890625,0.00038055419921875,0.099517822265625
0.101165771484375,0.000383087158203125,0.10150146484375
0.1031494140625,0.000385528564453125,0.103424072265625
0.105133056640625,0.000387603759765625,0.105438232421875
0.10711669921875,0.000389556884765625,0.107452392578125
0.109100341796875,0.000391387939453125,0.109405517578125
0.111083984375,0.0003929443359375,0.11138916015625
0.113067626953125,0.000394439697265625,0.1134033203125
0.11505126953125,0.000395843505859375,0.115386962890625
0.117034912109375,0.000396728515625,0.117340087890625
0.1190185546875,0.00039788818359375,0.11932373046875
0.121002197265625,0.0003984375,0.121368408203125
0.12298583984375,0.000399078369140625,0.123321533203125
0.124969482421875,0.000399383544921875,0.125274658203125
0.126953125,0.000399749755859375,0.127288818359375
0.128936767578125,0.000399749755859375,0.129364013671875
0.13092041015625,0.000399627685546875,0.13128662109375
0.132904052734375,0.000399383544921875,0.13323974609375
0.1348876953125,0.00039886474609375,0.135223388671875
0.136871337890625,0.0003983154296875,0.137237548828125
0.13885498046875,0.000397613525390625,0.13922119140625
0.140838623046875,0.000396728515625,0.141143798828125
0.142822265625,0.000395660400390625,0.143157958984375
0.144805908203125,0.000394500732421875,0.1451416015625
0.14678955078125,0.00039306640625,0.14715576171875
0.148773193359375,0.0003917236328125,0.14910888671875
0.1507568359375,0.00039019775390625,0.151123046875
0.152740478515625,0.0003885498046875,0.153167724609375
0.15472412109375,0.000386627197265625,0.155059814453125
0.156707763671875,0.000384735107421875,0.1571044921875
0.15869140625,0.000382598876953125,0.15899658203125
0.160675048828125,0.000380615234375,0.1610107421875
0.16265869140625,0.000378265380859375,0.163055419921875
0.164642333984375,0.000376129150390625,0.164947509765625
0.1666259765625,0.000373687744140625,0.166961669921875
0.168609619140625,0.000371368408203125,0.168975830078125
0.17059326171875,0.0003687744140625,0.170928955078125
0.172576904296875,0.000366180419921875,0.172882080078125
0.174560546875,0.0003636474609375,0.174957275390625
0.176544189453125,0.000361083984375,0.1768798828125
0.17852783203125,0.000358245849609375,0.178863525390625
0.180511474609375,0.000355682373046875,0.180877685546875
0.1824951171875,0.000352813720703125,0.182830810546875
0.184478759765625,0.000350067138671875,0.184814453125
0.18646240234375,0.000347259521484375,0.18682861328125
0.188446044921875,0.000344451904296875,0.188812255859375
0.1904296875,0.000341766357421875,0.19073486328125
0.192413330078125,0.00033892822265625,0.19268798828125
0.19439697265625,0.00033624267578125,0.194793701171875
0.196380615234375,0.000333465576171875,0.19677734375
0.1983642578125,0.0003306884765625,0.198699951171875
0.200347900390625,0.0003280029296875,0.200714111328125
